hinglish,label
मैं चाहता हूँ कोई भी first person किसी को soulful music बजाते देखे,positive
I agree . मुझे लगता है वह scene interesting है,positive
मैंने अभी देखा इसमें जों Legend हैं,neutral
"वय नहीं है , जैसे एक legend or something",neutral
hahah मुझे येसा लगता है,positive
"मुझे लगता है new scene , जहां मैं एक decide किया one-woman play write करने का सुनकर अच्छा लगा",positive
यह LA में है,neutral
मुझे setting पसंद है,neutral
वय भी एक cool character जैसी लगती है,positive
मैं खुद New York person हो,positive
वह दोनों दिलचस्प लगते हैं.नव York एक अच्छा जगह है .,positive
LA एक flat जगह है ना ?,neutral
hollywood की बुरी news इधर से आती है,negative
सही है . बहुत महंगा है,negative
मौसम बड़ी अछि है,positive
आप को jazz अच्छा लगता है ?,neutral
"my jazz की सराहना कर सकता हूँ , पर यह मेरी पसंदीदा शैलियों में से नहीं हैं.क्या आप को है ?",positive
मेरे भी पसंदीदा नहीं है,positive
मुझे sangeet में pure vivek और काला अच्छा लगता है,positive
improve मुझे अच्छा नहीं लगता,neutral
मैं इस से सहमत हूँ . मैं कद्र करता हूँ की एक नई film उसमें jazz ला रही है . Jazz ज्यादातर mainstream movies में पाया नहीं जाता,neutral
जाना पड़ेगा . शांति,neutral
hello,neutral
hello,neutral
क्या तुम थे Notebook movie से familiar हो ?,positive
मैं उसके बारे में सुना है but देखा नहीं है,neutral
किस बारे में है ?,neutral
वह एक romance movie है जो 1996 के same नाम के novel के ऊपर बसे है जिसे Nicholas Sparks ने लिखा है,neutral
Us movie में कुछ actors कौन हैं ?,neutral
Ryan Gosling तो मैं actor हैं और Rachel Mcadams भी,positive
"interesting हैं , मैं तो उसका work का बड़ी fan हूँ . इस movie का आपका thoughts क्या हैं",positive
"मैं तो रो रही थी जब मैं पहली बार इस movie को देख , . यह तो awesome हैं , . में 52 % rotten tomatoes को देवूंगी लेकिन में 100 दे दिया",positive
अच्छा ? kya book से ये काफी resembles करता ?,positive
"इसमें तो काफी changes हैं जो मुझे पसंद हैं . में end का ही करें कर रहा था , ryan gosling नेह तो noah का play अछे किया , वह पुर हैं लेकिन allie rich family की थी उसका engage दूसरा के साथ हुवा लेकिन वो noah को प्यार कर रही थी",positive
"अच्छा तो काफी में यह interesting रहेगा . में कुछ check करता हूँ , क्या netflix में हैं ?",positive
"मुझे पता नहीं , यह 2004 में release हुवे हैं",negative
"अच्छा तो और कुछ इस movie के बारे में आपको पता हैं , यानी उस cheesy और cliche elements का portrayed के बारे में",neutral
"नहीं मुझे कुछ नहीं पता , यह तो heart touching story हैं और आपको रुला देगा . मुझे तो बहुत रुलाया / . एली जब alzheimers होती और उसको कुछ याद नहीं आता लेकिन वो उसको daily visit करती और दोनों मर जाते",positive
OMG ये तो honestly crazy हैं यार और बहुत excited लगता हैं इस movie को देखने,positive
"हां , यह art हैं , इस book बहुत पसंद हैं और movie भी",positive
इस तरह मुझे feel हो रहा कोई star ही fault है . अछे book हैं लेकिन movie तो incredible हैं,positive
जब वह army का enlisted कर रहा था तो वह daily लिख रहा था लेकिन उसकी mom उस letter को intercept किया तो उसने उस साल को devastated किया,negative
मुझे उस movie पसंद है यार,positive
"tho is movie tho saving private Ryan का mix लग रहा हैं , मैं पहले आप , और possible दूसरा movies",neutral
थोड़ा और better कर सकते थे . मुझे लव rating के बारे में नहीं पता . ये तो मेरे favorite movie से यक हैं,positive
"rotten tomato tho pretty picky कहीं movies में , जो अब मुझे कुछ films में नहीं नजर आता लेकिन brilliant हैं क्यों कि वह credit नहीं देते deserve movie को",positive
मुझे पता हैं . वह personal preference हैं probably . दूसरों को नहीं पसंद आएगा,neutral
side track कितना लम्बा task हैं यार,neutral
हाँ मैं मानता हूँ ये तो personal preference हैं,neutral
में sure नहीं हूँ but हम movie के बारे में बात करनी जब तक हम finished conversation पे click नहीं कर देते,negative
क्या तुम director से familiar हों ? Nick Cassavetes,positive
मैं नहीं हूँ,neutral
उसके और कौनसी movies हैं ?,negative
है,neutral
है,neutral
क्या तुम movie recommendation पसंद करते हो ?,neutral
"Sure , कौनसी film है यह ?",positive
क्या तुमने 2013 की The Great Gatsby देखी है ?,positive
"Ohh वो movie , अभी तक नहीं",neutral
मैं actually original के भी ज्यादा familiar हूँ .,positive
इसमें लिनार्डो dicaprio एस जे gat है,neutral
यह f scott fitzgerald की book पर based period romantic drama है,neutral
यह 1925 की older book है पर काफी known है,positive
"oh ok हाँ मैंने सुना है इसके बारे में , तो क्या यह CasaBlanca जैसा है ?",positive
"No , बिल्कुल नहीं .",neutral
Well ... ऐसा नहीं है .,neutral
"यह toy है nick caraway की आँखों से , is film me toy maguire .",neutral
वह जय gatsby से meet करता है जब वह next डोर में रहता था और introduce होता है party world of the roaring 20s से new york state में .,neutral
"मैं उतना familiar नहीं हूँ Fitzgerald से , oh ok तो Capone era के समय में , मुझे interest है is era में",positive
मुझे लगता है तुम्हें तब अच्छा लगेगा,neutral
लेकिन look जो है वो generally higher regard पे है,positive
यह movie उतना अच्छा critics को अच्छा नहीं लगा .,neutral
सिर्फ 48 % मिले rotten tomatoes से ..,neutral
क्या आप कुछ और कर रहे हैं ?,neutral
"नहीं , मैं सिर्फ typing में बहुत बुरा हूँ .",negative
मुझे नहीं लगता कि मैं यह film देखना चाहूंगा .,neutral
3 minutes बहुत लंबा है और ईमानदारी के अनुसार थोड़ा rude भी है .,neutral
यह देखने के लिए एक तमाशा अधिक है .,positive
5 minutes बहुत लंबा है .,neutral
Director बाज लुहरमनों इसके लिए जाना जाता है .,positive
3 है बहुत लंबे समय से 2 minutes कम .,negative
यह अभी भी rude है .,negative
और मुझे लगता है कि आप एक और turk या कोच और कर रहे हैं .,neutral
ऐसे ही बोल,neutral
"anyways , ये trash movies हैं",neutral
lol,positive
"हां , अगर आप देखो तो आपको ही पता चलेगा",positive
मुझे actually पसंद हैं,neutral
"लेकिन मुझे उस actors को enjoy कर रहा था , और उस showy dance numbers को भी",positive
"मेरे पास हैं , मैं फिर कभी देख लूंगा",neutral
उनके पास 190 million का budget हैं,neutral
वह phenomenal actor हैं,positive
huge budget न ? kya उनको फिर से मिला ?,positive
"critic में , joel edgerton को कहीं praise मिले उनका performance के लिए",neutral
में sure नहीं हूँ,negative
क्या इसमें कोई gun fights हैं,neutral
"gat तो millionaire हैं , जो lavish को set किया",neutral
"umm .. ऐसा कोई नहीं , लेकिन कुछ death हैं",neutral
actually वह शूटीन होगा,neutral
decaprio पर कौनसा actor प्यार कर रहा था,positive
करे mulligan / daisy,neutral
वह उसका pats lover थी और toms का wife - joel edgerton,neutral
nick's के cousin भाई,neutral
is movie tho worth watching हैं लेकिन अगर आप इस book को पहले पड़े तो,positive
"मैं हमेशा , book he prefer करती",positive
तो fitzgerald ने और क्या लिखे हैं ?,neutral
"critics ने भी use advice किये , pushed literary agenda को side रकर , उस movie का best enjoy करो",positive
"काफी हैं , लेकिन अब नहीं याद आरहेन",neutral
"aww , अच्छा , मायबे दूसरे time मैंने फ्लिक्स मैं देख लूंगा , जब मैं bored होता lol",positive
"हाँ , मुझे पता हैं कि आप high regard में नहीं hold करते लेकिन लियो के लिए तो आप यक बार देख लीजियेगा",positive
cool,positive
have a nice day,positive
bye,neutral
आप के साथ-साथ अलविदा,positive
नमस्ते,neutral
नमस्ते,neutral
कैसे हैं,neutral
अभी देखा है एक movie DC Comics character me !,neutral
Cool ! कौन सा character था ?,positive
Gal Gadot play किया था Wonder Woman में,neutral
"अच्छा action film है , आप देखा है क्या ?",positive
"नहीं ! मेरे को देखने का मान लग रह है , लेकिन chance नहीं मिला है !",negative
क्या यह अभी भी theaters में है ? में शायद इसे check करूंगा जब यह iTunes पर available होगी .,positive
बोहत entertaining और यह उन grim dark और sloppy film की तरह भी नहीं है जो कभी कभी इन्होने की,negative
Nice ! Haha,positive
Basically यह war flick है . अछि Amazon princess movie मुझे बोहत पसंद हैं .,positive
क्या तुम्हें पता है यह iTunes पर कब available होगी ?,positive
"यह WWI से ज्यादा उसकी internal battles के बारे में है , बोहत engaging",positive
में hmm मैंने action scene सिर्फ batman vs superman में देखा है,neutral
वह war बंद करने के लिए love पर विश्वास करती है,positive
क्या यह scene good है ? क्या तुमने batman vs superman देखी है ?,positive
एक good warrior woman को कोई hold down नहीं कर सकता ! वह उसे training से forbid करने की try करते हैं लेकिन आखिरकार पता चलता है कि उन्हें इसकी ज़रुर है,positive
पता नहीं इतने बुरे review क्यों मिली वो तो एक साफ mystery थे jha वो एक hidden island amazon warrior औरत थी,negative
मैंने movie नहीं देखी तो बता नहीं सकता,negative
माप केरो बता नहीं सकता कब iTunes पर मिलेगी ये question चोद दिया था पहले,neutral
क्या तुम बोट movie देखते हो ?,positive
मैं theatres में देखो पसंद करता हूँ पर मैं new born हो तो मैं theater नहीं जा सकता कुछ महीने,positive
iTunes अच्छा है पर मैं netflix यह amazon prime देखता हूँ,positive
और सबसे अच्छा अगर direct पर free में देखने को मिली,positive
मैं समझ सकता हूँ कि मुझे movie का वह scene बोट अच्छा लगा jha पर use photographic plate मिलती है और WWI का आदमी उसे अपना past याद दिलाता है तब कुछ mystery add होती है,neutral
कितने साल कई है wonderwoman,positive
क्या वह कुछ समय के लिये इधर उधर थी ?,neutral
क्या तुम्हें लगता है इसमें काफी story थी ? या फिर mostly action scenes they,neutral
मुझे कोई idea नहीं वो कितनी old है ! ? ! इसमें action और storyline का great balance था .,positive
haha,positive
होय में इसे जल्दी देखूं,neutral
क्या इस movie का part 2 है ?,neutral
"उसके पास एक cool sword "" Godkiller "" है जिसे वह Ares को मारने की try करती है लेकिन Aris उस sword को destroy कर देता है और उसको एक बड़ा revelation देते हौ . ( में plot spoil नहीं करना चाहता तो यह तुम्हें नहीं बताऊँगा )",neutral
क्या तुम्हें दोबारा देखोगे ?,neutral
?,neutral
हाँ please इसको spoil मत करो,neutral
lol,positive
हाँ मैं इसको दुबारा देखना चाहूगी . part 2 के बारे में निश्चित नहीं हुई.मेरे खयाल में अभी नहीं .,negative
Ares चरित्र अपने प्रभाव को चारों और पेलना पसंद करता है .,neutral
तो आप यह movie के साथ familiar है ?,positive
है,neutral
Ok और आप के विचार क्या है उस पर ?,positive
वह बहुत funny है और दिखता है उसका highschool कितने cliqueish हे.आप भी उसके साथ वैसे ही फैमिलियर है ?,positive
मुझे मेरे best of my memory में से वह quite funny लगी,positive
Ok आप क्यों गए थे ?,positive
जी,neutral
है,neutral
Hello,neutral
तो हम किस movie के बारे में बात कर रहे हैं ?,neutral
The Wolf of Wall Street,neutral
Oh मैंने इस movie के बारे में काफी सुना है,neutral
मैंने actually कभी ये movie नहीं देखी तो जो मैंने पढ़ा है मुझे वही पाता है . Personally यह ऐसी movie नहीं लगती जो मुझे छी लगी . यह boring लगती है और इसी see Cinema Score मिला तो शायद यह मेरी opinion को support करता है .,negative
Oh okay . lead actors कौन हैं ?,positive
"यह तो कहती है कि इसका genre "" black comedy "" है . क्या तुम्हें पता है क्योंकि मुझे नहीं पता , मुझे लग रहा है ये as in mood and attitude "" डर "" comedy है न कि racial .",negative
"lead actors Leonardo DiCaprio , Jonah Hill , Margot Robbie , Kyle Chandler , and Rob Reiner hain . मुझे नहीं पता Kyle Chandler कौन हैं .",neutral
ये बड़े नाम हैं,neutral
I see की ये तेरी story पे based है,positive
Leonardo इसके लिये Oscar nominate हुए,neutral
AAP कहाँ हैं ?,neutral
"ओह वह एक अच्छे ABHINETA हैं , शायद इसके हकदार हैं .",positive
में मैरीलैंड में स्थित हों . मैंने सोचा था कि हम व्यक्तिगत जानकारी देने के लिए नहीं हैं .,neutral
VULPH of VOL सड़क अमेरिका में बहुत प्रसिद्ध है .,positive
"यह सिर्फ मुझे थोड़ा विचित्र लगा कि कोई US फिल्म को नहीं जानता है , इसलिए मैंने पूछा .",positive
हां . मैंने इसके बारे में सुना है लेकिन इसे कभी नहीं देखा . मुझे एक्शन फिल्में पसंद हैं .,neutral
"ठीक है . में इसे देखने की कोशिश करने की सलाह देता हूँ , यह एक बेहतरीन फिल्म है .",positive
"मुझे लगता है कि मेरे पति और बेटे ने इसे खरीदा है , मुझे नहीं . फिर से , मुझे एक्शन फिल्में पसंद हैं लेकिन मेरे पति को गैंगस्टर और कॉमेडी देखना बहुत पसंद है . वह हमेशा मुझे चिढ़ाते हैं कि मैं केवल अभिनेताओं के लिए एक्शन फिल्में देखना चाहता हूँ .",neutral
"HAAHA , क्या वह सही है ? ]",positive
"मुझे करना पड़ सकता है . में एक पुस्तक व्यक्ति से अधिक हों , क्योंकि यह मुख्य चरित्र द्वारा लिखी गई पुस्तक पर आधारित है इसलिए मैं पुस्तक को पढ़ने के लिए अधिक UPAYUKT होगा .",positive
"ha , कभी वह सही होती है कि मैं क्यों action मोइव देखता हूँ",positive
यह motive book में based है,neutral
"ईस मोइव की summary depressing है , मोइव का character इमानदार नहीं मालूम पड़ता और वह arrest हो जाता है , मुझे लगता है वह अपनी life से सीख लेते हैजब वह book लियोगटा है",positive
"मुझे यह अच्छा नहीं लगा , जब किसी में बहुत कुछ करें कि ability पर लालच के चकर मे वह भ्रष्ट हो जाता और अपनी life बर्बाद कर लेते हैः मोइव काफी entertaining",negative
"है मोइव काफी entertaining हैं.शायद summary एमओ ने लिखी है , पूरी मोइव मजेदार है last के दस मैं के siva",positive
"कुलमिलाकर अंत अच्छा था , उसके पास परिवार और सबकुछ था",positive
कुछ समय के लिए वह टी . व पर guest था,neutral
"oh यह ठीक था , वह तीन साल के लिए जेल गया वह जयादा time नही होता अच्यार उसे सच में दुख हुआ अपनी जिनगी क या केवल पैसे बर्बाद होने का",neutral
उसने आसान और quick पैसा कमाया जबकि उसने stock market को लूटा,positive
"वह यक intelligent वयक्ति था , बड़ी शर्म है कि सारा talent बर्बाद हो गया",positive
3 साल से कुछ नहीं,neutral
"हां , 3 साल तो short हैं",neutral
"well , वह अब भी millionaire हैं",neutral
"are wow , मुझे इस बारे में कुछ नहीं पता . except us 22 $ million का swiss account .. तो ऐसे ही वह millionaire हुवे ?",neutral
"अगर वह previously सारे money lost किया था लेकिन वो movie को अछी तरह deal किया , book को भी , , और कहीं millions तो अपने speaking fees से बनाया",negative
"आपको पता हैं , अगर उसे new family होता तो उसका 2nd wife जो naomi तो जरूर divorce करती",positive
"मुझे इतना detail नहीं पता , मैं उनका daughter और उनका तलक देखा हैं , थोड़ा happy नज़र आ रही थी",positive
वह कहते हैं कि यही उनका life का mistakes हैं,neutral
"अच्छा सही , मुझे इस तरह का movies जैसे real life stories देखना पसंद हैं",positive
"मैं भी try करूँगा , अच्छा हैं",positive
हम बातें करम में अच्छे लग रहे थे,positive
मेरा खयाल है मेरे पास है . यदि उसने मेरा attention 30 मैं के लिए ले लिया तो मैं देखूंगा . कबी कभी में movie देखने से पहले Wikipedia में दीखता हुई,positive
"हाँ , मेरी खयालही की ये बहुत अछि बातें हैं",positive
चलो इसको लपेट लेती है,neutral
ठीक है,positive
आप का दिन आरामदायक हो,positive
bye .,neutral
thank you तुम को भी . bye,neutral
"Are , movie का नाम क्या है ?",neutral
hello,neutral
"में document पढ़ रहा हूँ , ठीक है चलो देखते हैं , राय AL STEEL",positive
क्या तुमने यह देखा है ?,neutral
"Oh मुझे वो याद है , मैंने उसे देखा नहीं लेकिन वह robots से लड़ाई करने के बारे में है .",neutral
क्या उसे अच्छी reviews मिली है ?,positive
"दिलचस्प , is write up में , robots का mention आखिरी sentence तक नहीं किया गया है",positive
क्या तुझे याद है कि movie में कौन कौन थे ?,neutral
the wolverine actor . name उसका याद नहीं हैं,neutral
ह्यू jackman,neutral
"yeah , सची हैं",neutral
"dakota गोया star हैं , लेकिन मुझे उसके बारे में कुछ पता नहीं हैं",neutral
"आजकल इस नामों को पता ही नहीं , लेकिन आपका guess right हैं",positive
probably hughs का love interest है इस movie में हैं,positive
"maybe नहीं यार , role तो max का हैं",neutral
"मुझे भी लगता , कोई हुग'इस kid is movie में हैं",neutral
तो हमारा guess wrong होगा,negative
कितना long हैं ये movie ? मुएज super long movie को देखना interested नहीं हैं,positive
Evangeline Lilly एक महिला है,positive
है ये प्यार में interest है,positive
तुम्हें film पसंद है,neutral
सारी जगह वाय की तेरा लग रही है,neutral
मैंने नहीं देखा वो अच्छा है मैंने preview देखा है,positive
कैसे हो,neutral
लड़ाई के robots,neutral
"मुझे जो याद है , यह भविष्य में है इसलिए इंसानों की लड़ाई के बजाय , robot लड़ते हैं .",neutral
"और मुझे लगता है कि ह्यूज robot की लड़ाई में अच्छा हुआ करता था , लेकिन तब उन्हें कुछ समस्याएं थीं और वे अब अच्छी नहीं थी",positive
लेकिन फिर वे एक बेहतर robot ढूंढते हैं और फिर से अच्छे होते हैं,positive
"previews से लगता हैं कि , यह कुछ simplistic popcorn movie हैं",negative
"awe का तो नहीं हैं , लेकिन boxing , less humans और robots की तो जरूर होगा",negative
हां,neutral
"honestly , मुझे dumb लगता , कुछ देखे नही देता",positive
"probably , ये disney का हैं , जो किदड़ी movie हैं",neutral
किदड़ी की तरह कुछ sound नहीं आता,negative
"मुझे नहीं लगता कि यह mature movie हैं , kids की तरह ही है",neutral
छोटी kids की नहीं,neutral
14 साल का kids के हैं,positive
"मैं अब भी इसी पड़ती हूँ , stupid की तरह sound कर रहा हैं लेकिन मुझे is stupid tho enjoy करती हूं",negative
"ha , यह definitely उसकी तरह sound करता है .",neutral
probably यह एक feel good movie है जिसमें वी सबकुछ conquer कर लेते हैं,positive
क्या यह कहता है कि उन्हें उस document में किस type की problem आई .,positive
जैसे कि में plot किस बारे में है,positive
"यह भी वेसा ही sound करता है , मुझे लगता है , Bred Pitt movies underground fight venues की भर में होती है .",neutral
है कोई भी other character Brad PItt के character की तरह crazy नहीं है,negative
"illegal , law की view के outside किया जाना चाहिए",negative
मैं नहीं सोचता कि illegal था,negative
although होसकता है,neutral
मुझे remember है कि crowd वहां उन्हें चीर कर रहा था,neutral
वह एक athletic special जैसा था,neutral
"Write up बोल रहा है कि आप एक small time promoter की तरह है , charlie pieces scrap metal into low end fighters , barely उतना कमा रहा हैकि वह उसमें सीबेक underground venue to the next",neutral
है वह struggle था,neutral
Bad में वह एक amazing robot find कर रहे थे और बदला लिया,positive
"उसने illegal start किया , bad me world में move up हो गए",negative
समझ में आता है,neutral
क्या आप को पता है कि robot के पास intelligence होता है ?,neutral
Rotten tomatoes के fifty nine percent rating है,neutral
"Rotton tomatoes कौन करे करता है , उसकी reviews worthless है",negative
"कहो वह Dream works ने बनाया है , जो disney company है ?",neutral
तुम इस site पर अपनी मनपसंद films देखो और मैं guarantee से कहता हूँ की इतना kmm score देख के निराश हो जाओगे,negative
"नहीं , मैं सोचता हूँ की उहनों ने Disney पूरा कर लिया",neutral
वह एक tran की animated movies बनाते हैं,neutral
ऐसा लगता है Disney ने सब कुछ खरीद लिया,neutral
"हांजी , वह एक बड़ी company है",neutral
वह 56 % हार rating देती है ( metric score ) ? ? ?,neutral
यह तों पक्का एक अलग rating है site पे,neutral
मैंने यह पहले भी किया है और हर बार जी 3 rating system देते हैं,negative
"Rotten tomatoes , eske इला आई कुछ होर cine rating",neutral
"उसने hero Olga fonda है , क्या वो जाने fonda / Henry fonda की नजदीकी है",neutral
मुझे कोई idea नहीं है,neutral
हाँ एक CinemaScore : आई है,neutral
उसकी हमेशा suspiciously ज्यादा ratings हैं,positive
"लगता है Olga का जन्म Russia में हुआ था , सो नहीं , Henry और जाने को देखने से much better है",negative
lol,positive
"मुझे लगता हैक हमारे खत्म हो चुकी , chat के लिए thanks !",positive
ok,positive
bye,neutral
मैं अपना head bow करता हूँ,neutral
i bow मेरे सर ! Today हम बात करने वाले हैं कि तुम्हारी Dragon को train कैसे करें .,neutral
क्या you seen it पहल ?,neutral
"बहुत बढ़िया . नहीं , मुझे chance नहीं मिला , क्या यह good हुआ ?",positive
yes iskogreat rating मिली है ! Rotten Tomatoes पर इसकी rating 7.9 / 10 he,positive
कौन है इसमें ? क्या यह एक animated movie है ?,neutral
"इसकी cast me Gerard Butler , Craig Ferguson and American Ferrera को include किया गया है .",neutral
यह सब amazing job करती है और हुआ यह animated है .,positive
है God Craig Ferguson तो स्वयं ही riot है !,neutral
है वह बहुत ही great perform करता है ! ! 3D work to really magical he,positive
किस बारे में है ? Obvious dragon training को छोड़ के ?,neutral
यह एक coming of age story है और बहुत अच्छे friendship morals है,positive
क्या dragon बात कर सकते हैं ?,neutral
Best scenes में से एक है जब dragon Hiccup को बाद guy Night fury attack और है और उसने मारने के बजाए जाने देता है,positive
"हां , सभी dragon की कुछ lines हैं .",neutral
To dragon का नाम Hiccup है ?,neutral
"हाँ , 2 में dragon है Hiccup और Night Fury",positive
अच्छा Night Fury Hiccup को छोड़ देते हैं फिर,positive
"हाँ , I guess वही था story का moral",neutral
क्या Dragons fire breath करते हैं ?,neutral
एक और महत्वपूर्ण दृश्य है जब हिचकी के मालिक ने देखा कि bait प्यूरी को चोट लगी है और वह उड़ नहीं सकता है . वह उसे एक pro win बनाता है और वह उसे उड़ाने का तरीका सिखाता है,positive
"मुझे यकीन नहीं है , लेकिन मुझे यकीन है कि वे करते हैं . वे शायद केवल अच्छे के लिए इसका उपयोग करते हैं , क्योंकि यह एक enimeted films है जिसका उद्देश्य बच्चों की ओर है",positive
Craig Ferguson ने कौन सा भाग दिया ?,neutral
मैं शायद यह film सिर्फ इसलिए देखूंगा क्योंकि वह इसमें हैं . क्या आपको लगता है कि यह देखना अच्छा है ?,positive
"मेरे कहने का मतलब है , Craig Ferguson ने कौन सा भाग खेला ?",neutral
"उन्होंने गोबर दे belch की भूमिका निभाई , जो युवा योद्धाओं के प्रशिक्षण के स्वामी थे",neutral
योद्धा मनुष्य थे या dregan ?,neutral
यदि आप केवल उसे पसंद करते हैं तो शायद नहीं क्योंकि उसकी भूमिका मुख्य भूमिका नहीं है . अगर आप एक ही जॉनर की filmed पसंद करते हैं तो यह एक अच्छी फिट हो सकते हैं .,positive
बच्चों के साथ देखना एक बेहतरीन film है,positive
"योद्धा मनुष्य थे , और वे ज्यादातर बच्चे थे . have dregan के स्वामित्व और prashikshit the",positive
आपको ऐसी movie पसंद है ?,neutral
"मेरा अनुमान है कि , जो movie बाल्को के लिए बनाई जाती है , वह happy ending hai ? है , मुझे ऐसी पसंद है .. मैं animated movies में ज्यादा गाने के साथ मैं नहीं हूँ . The Wizard of Oz एक अछी movie है , मैं उसे बार बार देख सकता हूँ",positive
"ha , वह happy ending वाली है . thats great , film में गाने नहीं हैं . मुझे यह film अछि सुनाई पड़ती है",positive
यस अच्छा reception था और उसमें केवल 2 sequels है the,positive
अच्छी सुनाई पड़ती है . मुझे वह अच्छी लगेगी .,neutral
Fight scenes थोड़ी violent है लेकिन woimmerssoive है,neutral
है,neutral
"उसने बोला कि first page पढ़ो , तो मैं एक minute बाद आऊंगा",positive
"reading हो गये , कुछ और ?",positive
"hope मुझे payment मिलजायेगा , क्योकि मैने वैसे ही पड़े जैसे directions the , जैसे movie में दिए थे , और मैं wait कर रहा हूँ chat पे , जैसे direction मिला था",neutral
"दर्श बंद तो चला गया , मैं अभी भी हूँ , hope मुझे मेरे payment मिल ग after bargain . में 1 minute बाद chat से निकल जाऊंगा अगर कोई नया नहीं आया तो .",neutral
दूसरे ने conversation छोड़ दिया,neutral
नमस्ते !,neutral
है,neutral
so little bit बताओ इस movie के बारे में,positive
Frozen movie देखी है क्या तुम्हें ?,neutral
actually में नहीं देखी है ... but मैने comfort के लिए कर बाहर भी नहीं देख पाया .,positive
इस movie के बारे में क्या feelings है तुम्हें ? थोड़ा बहुत share कर सकते हो ?,negative
लोग कहते हैं कि Beauty and the beast के बाद यह Disney की सबसे best animated movie है .,positive
"I think यह great movie थी . songs adorable है , बच्चों के लिए अच्छी है , even critics ने भी like की .",positive
Hmm I think मुझे check करना पड़ेगा . So में इतना तो कह सकूं कि मैंने देखी है .,neutral
Yes . ये two princess की story है . Elsa and Anna,neutral
princesses किसे पसंद नहीं ? story line क्या है वैसे ?,neutral
Princess elsa के पास magic powers हैं परन्तु वह अपनी sister को घूमते समय घायल करने के बाद से खुद को insecure feel करती है . या उसे इतना trouble किया कि वह भाग गई .,neutral
खैर यह depressing है,negative
उनके parents नहीं रहीं और अना को अपनी sister को ढूँढना है ताकि वे देश को एक साथ चल सकें .,neutral
तो story क्या है ?,neutral
खैर Elsa अपने parents की death के बाद भाग जाती है . आना अपनी sister को खोजने के लिए इस चली जाती है और अपनी sister को अपने magic को control करने में मदद करते हैं ताकि वे घर लौट सकें . बच्चों के लिए यह एक प्यारा film है .,positive
Interesting लगता है . हो सकता है कि मैं अपनी nieces या nephews को kidnap कर लूं और उनके साथ देखूं . धन्यवाद !,positive
वे इसे पसंद करेंगे . इसी के भीतर भी एक love story का कहानी है . हर कोई एक prince and princess का love story पसंद करता है .,positive
हाहाहा मुझे लगता है कि यह सच है . में realism को पसंद करता हूं लेकिन मैं appreciate करता हूं कि Disney बच्चों की कहानियों में adult concepts डालता है जो बच्चों के सिर पर सीधे जाता हैं .,positive
"haaha Yes , वे हमेशा ऐसा नहीं करते हैं",positive
इस online rent पी लिया गया . Party करते हैं .,neutral
बहुत हसीन आता हैं मुझे मन करता है में इस बार बाहर watch करूं .,positive
"इसलिए , अब मुझे लगता है कि हम केवल तब तक बाहर हैं जब तक वे हमें आगे बढ़ने न दें ! अच्छा rahane दो !",positive
इसे जाने दो * ... लंगड़ा .,negative
"hah . जितना ईवाई मैंने filmed गाने सुनें , मैं आज भी समय-समय पर उसका आनन्द लेता हूँ",positive
मुझे बस अपने bhateejee का जन्मदिन याद है . एक पंक्ति में 200 बार उस गीत को सुना होगा,neutral
मैं भी . मुझे चरवाहे ओलाफ़ पसंद हैं . में उसे हर जगह देखता हूँ . एक बात कर रहे snomain . वह उनके एक दोस्त बन जाता है . बहुत प्यारा,positive
"केवल एक पड़ोस snomain हो सकता है , और वह है फ्रोस्टी ! : है",neutral
योग फ्रोस्टी एक क्लासिक है . लेकिन ओलाफ़ वास्तव में बहुत छोटा है इसलिए फ्रोस्टी stole के पास वह शीर्षक है,positive
है,neutral
क्या आप इस movie को कभी देखा ?,neutral
"कुछ समय हो गया हैं यार ,",neutral
कौन कौन हैं इन में ?,neutral
same . leonardo dicaprio नेह जे को pull किया जो really अछे हैं,neutral
लेकिन मुझे लगता हैं कि ये bland की film की तरह हैं,positive
तुझे क्या लगता है ?,neutral
मैं उसे चाहती हूँ,positive
यह तो bland है,negative
मुझे याद है यह बहुत अच्छा है,positive
वह बहुत अच्या actor भी हैं,positive
Movie किस बारे में है ?,neutral
वह वास्तव में एक महान actor है,positive
यह अमीर आदमी और अमीर आदमी की problems बारेमें,positive
मैं relate नहीं कर सकता haha,positive
